run,status,output
1,0,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
No errors found.
"
2,0,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
No errors found.
"
3,0,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
No errors found.
"
4,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:105:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] || con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:105:5: Postcondition 'con._balances[_from] == con_old._balances[_from] || con._balances[_from] == con_old._balances[_from] - _value' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
5,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: ERROR
 - ERC20_merge.sol:88:2: Postcondition 'success == (con._balances[msg.sender] == con_old._balances[msg.sender] - _value && _value > 0 && _to != msg.sender) || (con._balances[msg.sender] == con_old._balances[msg.sender] && _value == 0) || (_to == msg.sender && con._balances[msg.sender] == con_old._balances[msg.sender])' might not hold at end of function.
 - ERC20_merge.sol:88:2: Postcondition '_to != msg.sender || con._balances[msg.sender] == con_old._balances[msg.sender]' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
6,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:76:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:76:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
7,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:76:5: Postcondition 'con_old._allowed[msg.sender][_spender] == 0 || con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
8,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:76:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:76:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
9,0,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
No errors found.
"
10,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:76:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:76:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
