run,status,output
1,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC1155_merge.sol:64:5: Postcondition 'forall (address operator) _operator == operator || con._operatorApprovals[msg.sender][operator] == con_old._operatorApprovals[msg.sender][operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_from] == con_old._balances[_ids[i]][_from] - _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
2,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC1155_merge.sol:62:5: Postcondition 'false' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC1155_merge.sol:90:5: Postcondition 'false' might not hold at end of function.
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:106:5: Postcondition 'forall (uint j) !(0 <= j && j < _ids.length) || con._balances[_ids[j]][_from] == con_old._balances[_ids[j]][_from] - _values[j]' might not hold at end of function.
 - ERC1155_merge.sol:106:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
3,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC1155_merge.sol:91:5: Postcondition 'false' might not hold at end of function.
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:107:5: Postcondition 'forall (uint j) !(0 <= j && j < _ids.length) || con._balances[_ids[j]][_from] == con_old._balances[_ids[j]][_from] - _values[j]' might not hold at end of function.
 - ERC1155_merge.sol:107:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
4,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:110:5: Postcondition 'forall (uint j) !(0 <= j && j < _ids.length) || con._balances[_ids[j]][_from] == con_old._balances[_ids[j]][_from] - _values[j]' might not hold at end of function.
 - ERC1155_merge.sol:110:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
5,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC1155_merge.sol:63:5: Postcondition 'forall (address operator) _operator == operator || con._operatorApprovals[msg.sender][operator] == con_old._operatorApprovals[msg.sender][operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:110:5: Postcondition 'forall (uint j) !(0 <= j && j < _ids.length) || con._balances[_ids[j]][_from] == con_old._balances[_ids[j]][_from] - _values[j]' might not hold at end of function.
 - ERC1155_merge.sol:110:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
6,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC1155_merge.sol:64:5: Postcondition 'forall (address addr) !(addr == _operator) || con._operatorApprovals[addr][_operator] == con_old._operatorApprovals[addr][_operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_from] == con_old._balances[_ids[i]][_from] - _values[i]' might not hold at end of function.
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
7,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_from] >= 0' might not hold at end of function.
 - ERC1155_merge.sol:111:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_from] == con_old._balances[_ids[i]][_from] - _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
8,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC1155_merge.sol:94:5: Postcondition 'forall (uint256 x) (x == _id) || con._balances[x][_from] == con_old._balances[x][_from]' might not hold at end of function.
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:110:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
 - ERC1155_merge.sol:110:5: Postcondition 'forall (uint j) !(0 <= j && j < _ids.length) || con._balances[_ids[j]][_from] == con_old._balances[_ids[j]][_from] - _values[j]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
9,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC1155_merge.sol:64:5: Postcondition 'forall (address addr) !(addr == _operator) || con._operatorApprovals[addr][_operator] == con_old._operatorApprovals[addr][_operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC1155_merge.sol:92:5: Postcondition 'false' might not hold at end of function.
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:108:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_from] == con_old._balances[_ids[i]][_from] - _values[i]' might not hold at end of function.
 - ERC1155_merge.sol:108:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
10,251,"ERC1155_merge.sol:1:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC1155_merge.sol:92:5: Postcondition 'false' might not hold at end of function.
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ERC1155_merge.sol:108:5: Postcondition 'forall (uint j) !(0 <= j && j < _ids.length) || con._balances[_ids[j]][_from] == con_old._balances[_ids[j]][_from] - _values[j]' might not hold at end of function.
 - ERC1155_merge.sol:108:5: Postcondition 'forall (uint i) !(0 <= i && i < _ids.length) || con._balances[_ids[i]][_to] == con_old._balances[_ids[i]][_to] + _values[i]' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
