run,status,output
1,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition 'abs._ownedTokensCount[_owner] == balance' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:56:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
 - ERC721_merge.sol:56:5: Postcondition 'abs._tokenOwner[_tokenId] == _owner' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:90:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:118:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:118:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:131:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:131:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
 - ERC721_merge.sol:131:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:147:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:147:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
2,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition 'abs._ownedTokensCount[_owner] == balance' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:55:5: Postcondition 'abs._tokenOwner[_tokenId] == _owner' might not hold at end of function.
 - ERC721_merge.sol:55:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:91:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
3,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:55:5: Postcondition 'abs._tokenOwner[_tokenId] == _owner' might not hold at end of function.
 - ERC721_merge.sol:55:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:91:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
4,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition 'abs._ownedTokensCount[_owner] == balance' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:91:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:118:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:131:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:131:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:131:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:145:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:145:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:145:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
5,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:91:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:147:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:147:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
6,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition 'abs._ownedTokensCount[_owner] == balance' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:55:5: Postcondition 'abs._tokenOwner[_tokenId] == _owner' might not hold at end of function.
 - ERC721_merge.sol:55:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:91:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
7,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition 'abs._ownedTokensCount[_owner] == balance' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:55:5: Postcondition 'abs._tokenOwner[_tokenId] == _owner' might not hold at end of function.
 - ERC721_merge.sol:55:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:77:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:77:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:89:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:117:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:117:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:130:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:130:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
 - ERC721_merge.sol:130:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:146:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:146:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
8,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:79:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:91:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:119:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:132:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
9,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:56:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:80:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
 - ERC721_merge.sol:80:5: Postcondition 'abs._tokenApprovals[_tokenId] == approved' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:92:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:120:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:120:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:133:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:133:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:133:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:149:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:149:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
10,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: ERROR
 - ERC721_merge.sol:56:5: Postcondition ' _owner !=  address(0)' might not hold at end of function.
 - ERC721_merge.sol:56:5: Postcondition 'abs._tokenOwner[_tokenId] == _owner' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:80:5: Postcondition 'abs._tokenOwner[_tokenId] != address(0)' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:92:5: Postcondition 'abs._operatorApprovals[msg.sender][_operator] == _approved' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:120:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:120:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:133:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:133:5: Postcondition ' abs._tokenOwner[_tokenId] == _to' might not hold at end of function.
 - ERC721_merge.sol:133:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_from] ==  abs_old._ownedTokensCount[_from] - 1  &&  _from  != _to ) || ( _from == _to )  ) ' might not hold at end of function.
 - ERC721_merge.sol:148:5: Postcondition '( ( abs._ownedTokensCount[_to] ==  abs_old._ownedTokensCount[_to] + 1  &&  _from  != _to ) || ( _from  == _to ) )' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
