run,status,output
1,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: ERROR
 - ERC721_merge.sol:81:5: Postcondition 'forall (uint x) !(x == _tokenId) || con._tokenOwner[x] == con_old._tokenOwner[x]' might not hold at end of function.
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:94:5: Postcondition 'forall (address operator) operator == _operator || con._operatorApprovals[msg.sender][operator] == con_old._operatorApprovals[msg.sender][operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: ERROR
 - ERC721_merge.sol:105:5: Postcondition 'approved == con_old._operatorApprovals[_owner][_operator]' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:123:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:153:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
2,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:93:5: Postcondition 'forall (address operator) (operator == _operator || !(operator == msg.sender) || con._operatorApprovals[msg.sender][operator] == con_old._operatorApprovals[msg.sender][operator])' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:121:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
3,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:92:5: Postcondition 'forall (address addr) !(addr != msg.sender) || con._operatorApprovals[addr][_operator] == con_old._operatorApprovals[addr][_operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: ERROR
 - ERC721_merge.sol:103:5: Postcondition 'forall (address addr) addr != _owner || (con._operatorApprovals[_owner][_operator] == con_old._operatorApprovals[_owner][_operator] )' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
4,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: ERROR
 - ERC721_merge.sol:103:5: Postcondition 'forall (address addr) addr != _owner || con._operatorApprovals[addr][_operator] == con_old._operatorApprovals[addr][_operator]' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
5,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
6,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: ERROR
 - ERC721_merge.sol:105:5: Postcondition 'forall (address operator) !(operator == _operator) || approved == con_old._operatorApprovals[_owner][operator]' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:123:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:153:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
7,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:121:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: ERROR
 - ERC721_merge.sol:151:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
8,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:121:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
9,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: ERROR
 - ERC721_merge.sol:93:5: Postcondition 'forall (address operator) !(operator == msg.sender) || con._operatorApprovals[msg.sender][operator] == con_old._operatorApprovals[msg.sender][operator]' might not hold at end of function.
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: ERROR
 - ERC721_merge.sol:104:5: Postcondition 'forall (address addr) !(addr == _owner) || (con._operatorApprovals[addr][_operator] == con_old._operatorApprovals[addr][_operator])' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC721_merge.sol:122:5: Postcondition 'con_old._tokenOwner[_tokenId] == _from' might not hold at end of function.
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
10,251,"ERC721_merge.sol:2:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC721_merge.sol:44:5: Postcondition '_owner != address(0) || balance == 0' might not hold at end of function.
Refinement::ownerOf_pre: OK
Refinement::ownerOf_post: OK
Refinement::approve_pre: OK
Refinement::getApproved_pre: OK
Refinement::getApproved_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
