run,status,output
1,0,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
No errors found.
"
2,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC20_merge.sol:65:5: Postcondition '_owner == address(0) || balance == con_old._balances[_owner]' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
3,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC20_merge.sol:65:5: Postcondition 'balance == con_old._balances[_owner]' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: ERROR
 - ERC20_merge.sol:90:2: Postcondition 'con._balances[msg.sender] == con_old._balances[msg.sender] - _value || con._balances[msg.sender] == con_old._balances[msg.sender]' might not hold at end of function.
 - ERC20_merge.sol:90:2: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || con._balances[_to] == con_old._balances[_to]' might not hold at end of function.
 - ERC20_merge.sol:90:2: Postcondition '_to != address(0) || _value == 0' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:109:5: Postcondition 'con._balances[_from] == con_old._balances[_from] - _value || _from == _to' might not hold at end of function.
 - ERC20_merge.sol:109:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:109:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:109:5: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || _from == _to' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
4,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC20_merge.sol:65:5: Postcondition 'balance == con_old._balances[_owner]' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:77:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:108:5: Postcondition 'con._balances[_from] == con_old._balances[_from] - _value || _from == _to' might not hold at end of function.
 - ERC20_merge.sol:108:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:108:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:108:5: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || _from == _to' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
5,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:76:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:107:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:107:5: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || _from == _to' might not hold at end of function.
 - ERC20_merge.sol:107:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:107:5: Postcondition 'con._balances[_from] == con_old._balances[_from] - _value || _from == _to' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
6,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: ERROR
 - ERC20_merge.sol:65:5: Postcondition 'balance == con_old._balances[_owner]' might not hold at end of function.
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:77:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: ERROR
 - ERC20_merge.sol:91:2: Postcondition 'con._balances[msg.sender] == con_old._balances[msg.sender] - _value || con._balances[msg.sender] == con_old._balances[msg.sender]' might not hold at end of function.
 - ERC20_merge.sol:91:2: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || con._balances[_to] == con_old._balances[_to]' might not hold at end of function.
 - ERC20_merge.sol:91:2: Postcondition 'success == true || _value == 0' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:110:5: Postcondition 'con._balances[_from] == con_old._balances[_from] - _value || _from == _to' might not hold at end of function.
 - ERC20_merge.sol:110:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:110:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:110:5: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || _from == _to' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
7,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:106:5: Postcondition 'con._balances[_from] == con_old._balances[_from] - _value || _from == _to' might not hold at end of function.
 - ERC20_merge.sol:106:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:106:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:106:5: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || _from == _to' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
8,0,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
No errors found.
"
9,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: OK
Refinement::transfer_pre: OK
Refinement::transfer_post: OK
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: ERROR
 - ERC20_merge.sol:106:5: Postcondition 'con._balances[_from] == con_old._balances[_from] - _value || _from == _to' might not hold at end of function.
 - ERC20_merge.sol:106:5: Postcondition 'con._allowed[_from][msg.sender] == con_old._allowed[_from][msg.sender] - _value' might not hold at end of function.
 - ERC20_merge.sol:106:5: Postcondition 'success == true' might not hold at end of function.
 - ERC20_merge.sol:106:5: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || _from == _to' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
10,251,"ERC20_merge.sol:3:1: Warning: Source file does not specify required compiler version!
Refinement::inv: OK
Refinement::cons_pre: OK
Refinement::cons_post: OK
Refinement::totalSupply_pre: OK
Refinement::totalSupply_post: OK
Refinement::allowance_pre: OK
Refinement::allowance_post: OK
Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::approve_pre: OK
Refinement::approve_post: ERROR
 - ERC20_merge.sol:76:5: Postcondition 'con._allowed[msg.sender][_spender] == _value' might not hold at end of function.
Refinement::transfer_pre: OK
Refinement::transfer_post: ERROR
 - ERC20_merge.sol:90:2: Postcondition 'con._balances[msg.sender] == con_old._balances[msg.sender] - _value || con._balances[msg.sender] == con_old._balances[msg.sender]' might not hold at end of function.
 - ERC20_merge.sol:90:2: Postcondition 'con._balances[_to] == con_old._balances[_to] + _value || con._balances[_to] == con_old._balances[_to]' might not hold at end of function.
 - ERC20_merge.sol:90:2: Postcondition '_to != address(0) || _value == 0' might not hold at end of function.
Refinement::transferFrom_pre: OK
Refinement::transferFrom_post: OK
Refinement::[implicit_constructor]: OK
Errors were found by the verifier.
"
